date,city,lat,lon,pm25,pm10,no2,so2,co,o3,temp_c,humidity,wind_speed,rainfall_mm,aqi,risk_label
2024-11-09,Bangalore,12.97,77.59,33.24,69.25,28.25,10.28,1.143,47.88,14.59,82.9,1.48,0.03,73.6,Low
2024-11-10,Bangalore,12.97,77.59,5.17,14.89,9.66,11.76,0.789,39.84,20.91,37.3,6.01,3.82,10.0,Low
2024-11-11,Bangalore,12.97,77.59,34.7,61.29,18.07,15.0,1.497,31.98,16.05,56.7,1.25,0.87,60.4,Low
2024-11-12,Bangalore,12.97,77.59,39.42,62.65,23.92,18.23,1.531,48.83,21.82,57.3,1.31,0.45,78.2,Low
2024-11-13,Bangalore,12.97,77.59,17.58,32.78,24.81,8.96,0.887,52.24,22.11,22.7,3.59,0.38,43.7,Low
2024-11-14,Bangalore,12.97,77.59,16.03,33.24,20.32,11.9,1.723,38.69,17.95,34.0,3.83,0.19,21.1,Low
2024-11-15,Bangalore,12.97,77.59,39.34,61.33,32.41,7.24,1.676,50.16,18.23,40.8,0.2,0.2,59.8,Low
2024-11-16,Bangalore,12.97,77.59,30.79,35.63,25.16,7.64,1.503,49.73,15.39,67.3,2.77,2.17,67.1,Low
2024-11-17,Bangalore,12.97,77.59,27.85,61.81,24.5,9.91,1.566,38.47,17.37,69.5,3.52,0.39,64.7,Low
2024-11-18,Bangalore,12.97,77.59,33.56,53.39,29.73,11.25,1.525,58.34,18.49,64.0,1.01,1.31,74.6,Low
2024-11-19,Bangalore,12.97,77.59,29.75,43.43,24.73,7.21,1.324,43.67,23.07,58.5,3.28,1.18,46.5,Low
2024-11-20,Bangalore,12.97,77.59,32.26,62.33,27.38,9.93,1.275,43.79,16.73,21.3,1.84,0.28,61.8,Low
2024-11-21,Bangalore,12.97,77.59,42.02,66.49,25.06,14.32,1.139,22.99,20.16,57.7,1.27,0.86,82.4,Low
2024-11-22,Bangalore,12.97,77.59,30.76,43.15,22.68,9.64,1.873,47.26,16.86,46.5,2.05,0.04,61.8,Low
2024-11-23,Bangalore,12.97,77.59,33.68,49.52,29.04,10.86,1.191,37.06,17.24,71.9,1.92,2.74,62.3,Low
2024-11-24,Bangalore,12.97,77.59,36.37,53.82,26.44,8.87,1.018,45.56,18.25,74.4,0.81,0.76,68.1,Moderate
2024-11-25,Bangalore,12.97,77.59,12.95,20.32,15.7,13.51,0.812,30.29,16.78,87.7,5.14,0.15,34.2,Low
2024-11-26,Bangalore,12.97,77.59,33.55,62.06,29.94,16.8,0.98,51.37,17.59,64.4,1.92,0.53,61.6,Moderate
2024-11-27,Bangalore,12.97,77.59,36.73,78.15,30.49,12.28,2.145,53.01,16.14,65.8,1.58,0.64,68.8,Low
2024-11-28,Bangalore,12.97,77.59,21.32,36.26,22.33,9.75,1.338,58.52,17.83,37.6,3.48,0.85,36.9,Low
2024-11-29,Bangalore,12.97,77.59,23.21,37.85,19.23,15.41,1.696,19.48,17.23,54.3,2.38,1.72,39.4,Low
2024-11-30,Bangalore,12.97,77.59,27.31,46.19,28.94,12.18,1.792,48.27,20.28,34.2,4.06,1.38,53.9,Low
2024-12-01,Bangalore,12.97,77.59,28.35,48.05,37.3,8.75,1.541,44.07,13.08,66.5,2.15,0.59,52.6,Low
2024-12-02,Bangalore,12.97,77.59,19.18,21.94,17.5,5.75,1.359,19.16,16.59,34.6,2.88,0.66,30.5,Low
2024-12-03,Bangalore,12.97,77.59,19.06,42.0,13.86,8.07,0.96,36.74,14.2,49.3,2.58,0.31,52.3,Low
2024-12-04,Bangalore,12.97,77.59,15.99,25.79,16.6,16.33,1.094,42.51,15.16,39.9,2.66,0.1,33.3,Low
2024-12-05,Bangalore,12.97,77.59,30.05,49.14,20.75,9.16,1.216,53.14,15.15,45.1,2.22,0.86,54.3,Low
2024-12-06,Bangalore,12.97,77.59,40.48,62.9,22.74,20.91,1.623,35.03,18.26,59.1,2.34,0.39,89.2,Moderate
2024-12-07,Bangalore,12.97,77.59,8.09,10.06,11.81,8.78,0.748,47.42,21.11,43.4,4.46,1.51,10.0,Low
2024-12-08,Bangalore,12.97,77.59,33.07,47.04,30.7,10.62,1.849,42.14,18.81,55.2,1.65,0.4,62.0,Low
2024-12-09,Bangalore,12.97,77.59,26.31,41.63,28.39,14.68,1.56,44.89,14.43,36.5,1.81,1.14,49.2,Low
2024-12-10,Bangalore,12.97,77.59,41.14,72.62,36.69,11.34,1.59,37.52,15.12,72.8,2.06,0.8,74.5,Moderate
2024-12-11,Bangalore,12.97,77.59,29.16,51.58,28.83,12.06,0.872,48.72,14.11,41.7,3.15,2.82,52.9,Low
2024-12-12,Bangalore,12.97,77.59,32.41,34.97,23.84,8.03,1.658,49.61,16.03,66.7,2.94,0.18,59.3,Low
2024-12-13,Bangalore,12.97,77.59,34.03,51.08,32.22,7.56,1.751,31.05,16.8,83.7,3.58,0.49,50.5,Low
2024-12-14,Bangalore,12.97,77.59,49.18,95.09,29.04,10.63,1.763,49.95,18.75,15.0,0.87,0.55,93.6,Low
2024-12-15,Bangalore,12.97,77.59,34.12,43.18,25.09,12.08,1.096,36.38,18.22,35.9,2.77,1.1,65.3,Low
2024-12-16,Bangalore,12.97,77.59,31.54,54.98,20.06,9.09,1.563,39.59,15.46,47.7,2.26,1.04,63.8,Low
2024-12-17,Bangalore,12.97,77.59,28.14,43.62,30.86,4.76,1.684,49.65,10.6,68.6,2.12,1.41,56.3,Low
2024-12-18,Bangalore,12.97,77.59,27.68,49.62,29.62,12.22,0.767,41.86,11.77,43.3,2.66,0.01,76.3,Low
2024-12-19,Bangalore,12.97,77.59,38.23,57.63,25.94,11.3,1.738,45.56,14.92,56.3,0.2,0.64,78.7,Low
2024-12-20,Bangalore,12.97,77.59,42.12,51.72,28.06,11.34,1.087,47.54,17.09,39.3,2.79,0.5,76.0,Low
2024-12-21,Bangalore,12.97,77.59,29.81,41.84,25.48,9.08,1.42,47.37,17.48,58.9,2.64,0.22,54.6,Low
2024-12-22,Bangalore,12.97,77.59,43.03,90.86,30.94,5.36,2.195,36.37,15.45,31.8,0.76,0.02,86.6,Moderate
2024-12-23,Bangalore,12.97,77.59,36.13,67.19,31.74,16.49,1.551,33.54,14.71,62.9,2.35,0.82,75.1,Low
2024-12-24,Bangalore,12.97,77.59,33.88,57.14,27.06,9.9,1.624,47.62,17.42,15.0,4.31,1.38,62.4,Low
2024-12-25,Bangalore,12.97,77.59,33.76,51.32,28.69,12.99,1.377,48.64,18.72,21.2,2.0,1.52,78.4,Low
2024-12-26,Bangalore,12.97,77.59,37.42,64.39,20.47,16.02,1.546,43.52,13.52,77.6,3.17,0.08,61.8,Low
2024-12-27,Bangalore,12.97,77.59,38.52,62.42,26.84,15.32,2.29,38.78,12.62,52.5,2.2,0.18,79.8,Moderate
2024-12-28,Bangalore,12.97,77.59,36.07,56.58,18.53,12.22,1.93,48.95,17.86,36.1,1.5,2.0,73.5,Low
2024-12-29,Bangalore,12.97,77.59,27.82,65.73,33.51,10.8,1.26,41.6,14.08,83.3,1.37,1.47,46.4,Low
2024-12-30,Bangalore,12.97,77.59,43.31,68.2,37.0,13.27,1.55,29.57,14.86,65.7,1.99,0.17,88.6,Moderate
2024-01-01,Chennai,13.08,80.27,49.15,67.03,27.19,5.94,1.956,35.0,16.02,42.3,3.09,0.26,93.9,Moderate
2024-01-02,Chennai,13.08,80.27,52.24,104.36,30.95,15.22,2.233,43.54,13.89,60.6,1.72,0.25,114.2,Moderate
2024-01-03,Chennai,13.08,80.27,34.29,44.68,25.77,9.69,1.455,42.29,16.45,33.9,5.11,1.49,62.7,Low
2024-01-04,Chennai,13.08,80.27,41.78,60.82,24.63,7.91,2.044,41.19,12.86,52.1,3.27,0.02,64.8,Low
2024-01-05,Chennai,13.08,80.27,50.66,103.87,25.91,14.45,1.556,28.25,14.36,53.9,2.08,2.2,90.6,Moderate
2024-01-06,Chennai,13.08,80.27,32.81,53.1,23.96,10.28,1.583,41.06,14.45,38.8,1.91,0.35,60.6,Moderate
2024-01-07,Chennai,13.08,80.27,39.0,64.11,33.5,8.71,1.287,36.9,11.55,56.5,1.61,1.28,87.9,Moderate
2024-01-08,Chennai,13.08,80.27,31.25,43.59,28.07,6.89,1.531,36.08,17.53,58.0,2.75,0.15,54.4,Low
2024-01-09,Chennai,13.08,80.27,55.69,99.84,41.32,12.9,1.683,34.96,15.56,62.8,2.53,0.44,109.2,Moderate
2024-01-10,Chennai,13.08,80.27,53.38,99.56,30.72,13.29,1.92,36.34,12.44,61.8,0.84,0.68,116.7,Moderate
2024-01-11,Chennai,13.08,80.27,49.04,85.81,30.47,7.27,2.009,45.7,12.86,26.4,1.27,0.65,89.9,Moderate
2024-01-12,Chennai,13.08,80.27,43.34,54.45,28.59,14.99,1.42,54.25,12.56,61.2,1.64,0.28,82.7,Moderate
2024-01-13,Chennai,13.08,80.27,36.59,56.24,28.62,7.55,1.049,41.21,12.56,56.6,2.0,0.11,72.1,Low
2024-01-14,Chennai,13.08,80.27,24.2,33.14,25.87,14.32,1.273,53.13,12.71,62.4,2.04,1.83,39.3,Low
2024-01-15,Chennai,13.08,80.27,60.75,113.83,45.17,14.77,2.213,38.73,12.27,35.7,1.69,0.64,121.8,Moderate
2024-01-16,Chennai,13.08,80.27,38.12,66.43,31.96,10.95,1.673,28.64,12.32,61.3,3.19,0.26,83.7,Low
2024-01-17,Chennai,13.08,80.27,36.97,66.33,28.85,12.4,1.309,41.35,14.46,53.5,3.54,0.14,81.9,Low
2024-01-18,Chennai,13.08,80.27,33.95,53.98,33.77,9.31,1.77,51.67,16.26,31.2,2.54,0.37,61.6,Low
2024-01-19,Chennai,13.08,80.27,54.43,118.83,30.21,12.94,1.843,48.61,9.8,66.6,0.2,2.4,137.8,Moderate
2024-01-20,Chennai,13.08,80.27,43.25,64.44,23.63,16.96,1.935,33.65,15.17,36.7,2.28,0.05,85.0,Low
2024-01-21,Chennai,13.08,80.27,35.54,59.09,30.87,9.54,1.288,58.06,13.42,33.3,3.1,0.07,65.7,Low
2024-01-22,Chennai,13.08,80.27,47.09,77.71,32.4,14.86,1.914,33.54,12.29,53.9,2.36,0.33,83.7,Moderate
2024-01-23,Chennai,13.08,80.27,35.67,58.76,28.17,8.57,1.906,35.38,14.45,39.3,2.77,0.59,59.2,Low
2024-01-24,Chennai,13.08,80.27,42.41,74.74,34.6,11.88,1.491,35.9,13.04,53.4,2.57,2.3,90.1,Moderate
2024-01-25,Chennai,13.08,80.27,58.23,82.1,33.78,16.41,1.918,50.55,16.21,44.6,0.75,0.39,82.1,Moderate
2024-01-26,Chennai,13.08,80.27,59.66,110.99,35.4,10.06,2.219,42.18,15.85,52.4,0.2,0.18,115.8,Moderate
2024-01-27,Chennai,13.08,80.27,37.28,70.63,30.03,12.43,1.742,47.66,13.51,60.1,3.16,0.51,60.5,Moderate
2024-01-28,Chennai,13.08,80.27,42.1,64.8,33.07,5.46,1.788,22.92,13.48,47.8,1.86,0.53,78.3,Low
2024-01-29,Chennai,13.08,80.27,33.32,59.37,31.68,7.59,1.469,41.84,17.63,61.0,2.93,0.77,64.5,Low
2024-01-30,Chennai,13.08,80.27,47.96,85.21,32.45,11.24,1.332,39.97,17.82,60.7,2.11,0.08,81.1,Moderate
2024-01-31,Chennai,13.08,80.27,41.35,78.05,30.88,14.48,1.665,46.42,16.17,36.3,2.26,0.01,72.1,Moderate
2024-02-01,Chennai,13.08,80.27,26.97,47.21,12.38,12.55,0.993,38.15,13.91,60.9,4.02,0.57,64.1,Low
2024-02-02,Chennai,13.08,80.27,55.09,77.77,40.49,10.46,1.966,48.96,16.39,57.5,1.09,0.09,98.1,Moderate
2024-02-03,Chennai,13.08,80.27,28.83,57.29,17.29,10.19,0.717,37.39,17.65,50.6,2.44,0.83,57.1,Low
2024-02-04,Chennai,13.08,80.27,43.05,79.16,29.91,12.56,2.128,29.13,13.09,64.9,1.21,0.07,81.4,Low
2024-02-05,Chennai,13.08,80.27,45.97,79.56,43.87,7.6,2.325,28.21,17.31,72.8,2.54,0.33,96.9,Moderate
2024-02-06,Chennai,13.08,80.27,43.95,80.01,28.81,13.36,1.85,49.96,14.15,59.9,3.0,0.53,97.4,Low
2024-02-07,Chennai,13.08,80.27,35.13,45.09,19.42,15.26,1.288,48.15,18.27,27.5,3.2,0.01,73.5,Low
2024-02-08,Chennai,13.08,80.27,40.65,57.23,37.38,15.49,1.56,34.34,13.76,55.4,2.63,0.52,81.3,Low
2024-02-09,Chennai,13.08,80.27,54.27,92.6,31.27,11.35,2.188,48.06,15.38,47.1,0.88,0.03,110.2,Moderate
2024-02-10,Chennai,13.08,80.27,35.85,50.47,26.79,10.06,1.751,39.77,14.5,45.2,2.73,0.4,55.9,Low
2024-02-11,Chennai,13.08,80.27,27.37,47.27,23.81,7.63,1.177,41.17,15.05,54.2,3.47,0.02,65.1,Low
2024-02-12,Chennai,13.08,80.27,36.42,66.06,31.49,9.85,1.924,30.64,17.54,44.5,3.59,0.7,65.9,Moderate
2024-02-13,Chennai,13.08,80.27,27.08,30.24,28.43,9.66,1.595,37.1,12.4,73.1,4.89,0.37,40.7,Low
2024-02-14,Chennai,13.08,80.27,34.78,53.48,26.61,13.22,1.692,42.1,14.62,53.5,3.09,3.61,62.4,Low
2024-02-15,Chennai,13.08,80.27,53.59,66.05,39.38,13.3,1.804,41.52,16.53,49.9,1.29,0.99,91.1,Moderate
2024-02-16,Chennai,13.08,80.27,45.2,66.15,26.35,9.43,1.74,35.69,14.04,61.1,1.86,0.95,89.0,Moderate
2024-02-17,Chennai,13.08,80.27,33.43,78.06,30.14,13.5,1.294,50.41,19.02,61.4,2.55,0.55,75.5,Low
2024-02-18,Chennai,13.08,80.27,30.11,53.46,22.47,13.35,1.495,52.05,11.91,67.1,3.65,0.92,70.5,Low
2024-02-19,Chennai,13.08,80.27,59.4,95.57,39.34,11.81,1.828,34.23,20.26,59.2,1.15,0.16,112.9,Moderate
2024-02-20,Chennai,13.08,80.27,29.33,57.95,21.97,9.89,1.772,44.89,14.52,49.6,3.49,0.0,52.5,Low
2024-02-21,Chennai,13.08,80.27,31.84,69.0,23.99,10.58,1.485,30.69,17.68,52.2,3.2,2.28,61.7,Low
2024-02-22,Chennai,13.08,80.27,39.46,63.74,36.25,6.71,1.688,45.82,20.69,19.0,1.46,1.49,64.5,Low
2024-02-23,Chennai,13.08,80.27,37.19,63.9,22.43,11.82,1.678,34.62,18.13,29.2,3.15,0.13,65.0,Low
2024-02-24,Chennai,13.08,80.27,32.97,55.16,20.7,13.01,1.591,39.64,12.55,65.7,1.58,0.76,82.1,Low
2024-02-25,Chennai,13.08,80.27,37.08,57.47,30.9,17.25,1.154,42.72,15.74,46.0,2.45,1.7,63.2,Low
2024-02-26,Chennai,13.08,80.27,45.28,77.14,29.55,12.81,2.123,38.48,15.06,77.2,2.11,0.09,83.2,Moderate
2024-02-27,Chennai,13.08,80.27,31.7,55.2,23.98,10.02,1.499,50.12,16.13,77.2,2.72,0.69,67.3,Low
2024-02-28,Chennai,13.08,80.27,38.68,59.4,27.87,11.13,1.446,36.28,19.26,33.0,1.11,3.25,75.8,Moderate
2024-02-29,Chennai,13.08,80.27,24.54,36.21,34.26,11.99,1.038,39.86,18.48,55.8,3.05,1.28,53.3,Low
2024-03-01,Chennai,13.08,80.27,51.03,87.59,27.71,15.2,1.654,43.01,17.39,93.4,0.2,0.79,90.6,Moderate
2024-03-02,Chennai,13.08,80.27,29.92,43.68,24.16,8.12,1.252,41.74,15.35,40.1,1.99,0.73,46.2,Low
2024-03-03,Chennai,13.08,80.27,34.03,62.31,27.78,11.68,1.52,44.47,18.42,57.5,1.81,0.39,78.9,Low
2024-03-04,Chennai,13.08,80.27,23.3,47.6,18.48,12.0,1.046,40.5,13.56,48.5,4.25,0.75,40.1,Low
2024-03-05,Chennai,13.08,80.27,28.59,43.75,24.86,4.54,1.44,36.52,17.4,48.5,3.07,0.72,53.2,Moderate
2024-03-06,Chennai,13.08,80.27,44.33,87.94,32.98,16.25,1.765,45.62,15.11,48.1,1.9,0.91,90.1,Low
2024-03-07,Chennai,13.08,80.27,51.95,86.29,28.66,12.26,1.669,39.89,13.61,52.1,1.44,0.27,82.7,Moderate
2024-03-08,Chennai,13.08,80.27,22.45,25.11,28.48,12.57,1.941,50.65,18.48,63.6,2.49,0.98,38.8,Low
2024-03-09,Chennai,13.08,80.27,31.38,56.98,20.29,10.71,1.427,52.91,17.84,41.0,1.74,1.06,55.1,Low
2024-03-10,Chennai,13.08,80.27,17.06,36.51,20.28,8.68,1.276,41.67,19.01,60.2,5.0,2.15,39.1,Low
2024-03-11,Chennai,13.08,80.27,42.68,69.35,31.65,11.75,1.721,34.89,14.89,42.7,0.2,0.03,78.8,Moderate
2024-03-12,Chennai,13.08,80.27,31.51,46.56,41.99,11.73,1.417,38.2,14.82,60.8,2.53,0.08,38.2,Low
2024-03-13,Chennai,13.08,80.27,48.74,86.41,23.32,15.19,2.009,35.71,17.29,57.9,0.2,1.28,102.3,Moderate
2024-03-14,Chennai,13.08,80.27,35.57,58.46,28.89,10.48,1.955,26.62,17.07,42.2,3.64,0.51,44.2,Low
2024-03-15,Chennai,13.08,80.27,46.7,80.22,43.99,9.02,1.746,53.81,17.97,55.7,1.54,0.36,86.5,Moderate
2024-03-16,Chennai,13.08,80.27,17.1,26.68,18.02,7.33,0.92,47.08,17.34,43.1,4.28,1.47,25.8,Low
2024-03-17,Chennai,13.08,80.27,34.72,55.6,32.63,8.26,1.69,60.38,18.09,41.7,1.83,0.64,60.5,Low
2024-03-18,Chennai,13.08,80.27,23.75,40.19,24.41,12.37,0.668,38.27,15.14,71.2,3.69,0.4,45.5,Low
2024-03-19,Chennai,13.08,80.27,30.9,53.25,18.68,7.93,1.497,48.57,22.23,27.9,2.69,0.04,68.6,Low
2024-03-20,Chennai,13.08,80.27,16.44,33.78,22.75,13.92,1.105,46.13,17.44,62.7,3.8,1.91,24.5,Low
2024-03-21,Chennai,13.08,80.27,20.88,31.84,17.87,10.2,1.346,42.52,15.73,65.0,2.48,1.44,33.6,Low
2024-03-22,Chennai,13.08,80.27,42.37,64.77,30.28,11.69,1.23,49.9,20.48,46.3,0.2,1.85,87.3,Low
2024-03-23,Chennai,13.08,80.27,38.64,89.39,21.04,15.5,1.474,42.3,18.98,70.9,1.63,1.53,84.1,Low
2024-03-24,Chennai,13.08,80.27,43.84,74.49,34.02,11.01,1.402,41.07,18.7,68.5,0.68,0.18,91.4,Low
2024-03-25,Chennai,13.08,80.27,13.77,21.88,7.75,8.22,0.945,46.44,20.43,36.6,3.53,0.31,29.1,Low
2024-03-26,Chennai,13.08,80.27,26.54,56.07,23.46,12.72,1.535,25.96,18.0,63.3,3.07,0.01,51.0,Low
2024-03-27,Chennai,13.08,80.27,27.25,48.79,30.99,12.67,1.315,37.78,18.68,62.7,2.46,0.04,48.4,Low
2024-03-28,Chennai,13.08,80.27,28.27,38.48,27.49,7.56,1.216,36.61,15.55,45.3,2.97,1.44,48.1,Low
2024-03-29,Chennai,13.08,80.27,21.98,43.91,20.96,17.3,1.619,55.76,16.01,64.6,2.68,0.73,52.1,Low
2024-03-30,Chennai,13.08,80.27,35.38,60.69,26.22,12.97,1.539,46.43,16.66,67.4,1.8,1.27,82.4,Low
2024-03-31,Chennai,13.08,80.27,12.11,30.67,17.12,5.18,0.468,51.54,20.86,46.2,4.68,0.0,43.7,Low
2024-04-01,Chennai,13.08,80.27,30.76,30.98,39.37,10.29,1.131,49.34,23.76,27.8,2.73,0.84,45.3,Low
2024-04-02,Chennai,13.08,80.27,34.6,55.42,26.86,13.97,1.639,41.32,19.39,62.9,2.23,1.61,63.8,Low
2024-04-03,Chennai,13.08,80.27,27.18,51.7,24.45,11.11,1.498,56.51,20.14,46.4,0.78,0.25,53.5,Low
2024-04-04,Chennai,13.08,80.27,30.2,46.83,21.9,13.33,1.494,42.96,23.74,32.4,1.75,1.81,55.8,Low
2024-04-05,Chennai,13.08,80.27,35.24,62.99,24.97,18.36,1.606,32.01,19.94,52.1,2.47,2.69,58.0,Low
2024-04-06,Chennai,13.08,80.27,25.0,37.98,26.81,13.04,1.056,49.87,23.54,23.2,2.25,1.54,67.7,Low
2024-04-07,Chennai,13.08,80.27,32.28,38.99,23.26,17.0,1.44,52.84,21.73,53.1,1.91,2.27,73.3,Low
2024-04-08,Chennai,13.08,80.27,29.64,37.65,21.35,12.75,1.062,43.41,17.03,80.1,2.4,0.9,53.0,Low
2024-04-09,Chennai,13.08,80.27,31.87,59.75,23.41,8.94,1.21,47.16,23.58,17.0,1.17,0.0,58.3,Low
2024-04-10,Chennai,13.08,80.27,28.33,38.57,23.16,15.12,1.116,51.34,21.08,65.3,2.46,0.21,52.6,Moderate
2024-04-11,Chennai,13.08,80.27,42.1,75.44,30.61,9.87,1.412,53.9,19.52,45.4,0.69,1.68,70.7,Low
2024-04-12,Chennai,13.08,80.27,39.21,43.38,26.3,14.55,1.501,46.89,19.5,53.1,1.47,0.82,67.8,Low
2024-04-13,Chennai,13.08,80.27,35.51,49.91,26.47,13.28,1.461,55.73,19.52,46.0,1.61,1.2,73.7,Low
2024-04-14,Chennai,13.08,80.27,9.44,17.47,14.56,6.17,0.768,48.9,23.77,68.8,3.45,0.51,33.8,Low
2024-04-15,Chennai,13.08,80.27,26.61,49.32,30.5,8.32,1.668,61.72,25.84,59.5,3.01,0.42,60.4,Low
2024-04-16,Chennai,13.08,80.27,16.11,28.37,21.09,8.86,1.003,35.39,23.74,48.5,2.54,0.16,43.3,Low
2024-04-17,Chennai,13.08,80.27,31.68,43.85,24.52,12.15,1.904,52.38,25.97,41.0,1.14,0.13,49.2,Low
2024-04-18,Chennai,13.08,80.27,25.85,52.64,25.5,14.37,1.628,46.01,19.65,54.1,2.0,0.03,21.0,Low
2024-04-19,Chennai,13.08,80.27,19.49,27.34,21.6,9.97,0.845,46.69,24.11,77.3,3.37,3.6,49.3,Low
2024-04-20,Chennai,13.08,80.27,12.84,28.67,11.66,14.79,1.332,37.47,27.08,43.0,3.88,1.32,27.6,Low
2024-04-21,Chennai,13.08,80.27,35.92,65.85,26.67,14.02,1.117,52.76,25.31,67.0,0.78,2.39,69.5,Low
2024-04-22,Chennai,13.08,80.27,22.04,35.13,30.98,8.1,1.681,42.91,20.42,66.1,1.96,0.48,57.7,Low
2024-04-23,Chennai,13.08,80.27,25.94,57.95,26.61,8.56,1.427,38.13,26.27,32.2,2.58,1.53,43.7,Low
2024-04-24,Chennai,13.08,80.27,20.39,28.8,28.02,10.12,0.924,40.11,21.75,77.6,2.85,2.62,29.0,Low
2024-04-25,Chennai,13.08,80.27,22.08,46.88,19.38,8.48,0.603,44.02,25.08,61.2,2.47,0.14,37.3,Low
2024-04-26,Chennai,13.08,80.27,8.92,14.05,10.69,8.46,0.869,46.43,20.13,94.5,3.22,1.55,32.0,Low
2024-04-27,Chennai,13.08,80.27,30.78,43.79,22.29,13.25,1.023,37.0,21.92,87.5,0.81,1.18,66.6,Low
2024-04-28,Chennai,13.08,80.27,8.77,22.49,24.83,9.51,1.307,39.21,22.34,58.7,4.23,0.73,10.0,Low
2024-04-29,Chennai,13.08,80.27,32.07,60.65,21.23,13.98,1.08,47.83,24.48,60.3,1.15,1.87,78.7,Low
2024-04-30,Chennai,13.08,80.27,19.81,29.89,17.96,7.77,1.134,45.18,24.07,48.1,2.53,0.33,37.4,Low
2024-05-01,Chennai,13.08,80.27,15.29,27.25,25.88,6.8,1.256,62.17,26.88,42.9,3.05,0.01,33.6,Low
2024-05-02,Chennai,13.08,80.27,14.01,24.59,18.65,5.07,1.088,43.3,24.85,74.8,3.79,0.56,19.7,Low
2024-05-03,Chennai,13.08,80.27,15.66,27.82,19.49,4.09,1.194,52.13,24.92,59.7,3.49,0.91,48.0,Low
2024-05-04,Chennai,13.08,80.27,14.24,23.52,21.89,7.95,1.015,59.76,24.26,57.7,3.45,0.27,31.3,Low
2024-05-05,Chennai,13.08,80.27,17.98,24.06,21.73,9.88,1.376,44.26,23.68,61.3,3.92,0.79,45.7,Low
2024-05-06,Chennai,13.08,80.27,15.05,8.0,18.75,8.78,0.828,53.72,23.79,73.9,2.29,1.51,15.9,Low
2024-05-07,Chennai,13.08,80.27,24.09,36.19,24.7,10.31,1.452,47.98,25.21,77.9,3.32,1.76,52.0,Low
2024-05-08,Chennai,13.08,80.27,5.0,8.0,13.18,14.51,0.546,47.83,24.78,64.4,4.22,2.14,10.1,Low
2024-05-09,Chennai,13.08,80.27,28.88,58.39,24.89,7.5,1.432,57.56,25.36,61.7,1.6,0.13,55.4,Low
2024-05-10,Chennai,13.08,80.27,22.03,40.96,25.99,9.28,0.905,38.04,24.61,66.3,0.87,0.51,35.4,Low
2024-05-11,Chennai,13.08,80.27,25.17,51.91,18.5,8.94,1.244,40.29,23.21,95.2,1.32,10.0,43.7,Low
2024-05-12,Chennai,13.08,80.27,5.0,21.89,15.68,5.67,1.074,33.93,25.19,34.7,4.08,3.86,10.0,Low
2024-05-13,Chennai,13.08,80.27,14.36,20.52,14.31,13.39,1.453,44.79,22.22,48.4,3.88,0.49,20.4,Low
2024-05-14,Chennai,13.08,80.27,10.71,13.23,22.48,8.87,0.482,54.8,26.02,72.5,2.06,3.06,19.2,Low
2024-05-15,Chennai,13.08,80.27,7.85,20.19,20.82,12.44,0.73,45.65,26.34,67.9,2.75,0.07,21.8,Low
2024-05-16,Chennai,13.08,80.27,16.75,24.47,25.57,6.19,0.846,51.92,22.62,83.9,3.01,1.13,16.5,Low
2024-05-17,Chennai,13.08,80.27,12.37,15.44,24.49,14.77,1.405,41.94,28.41,85.3,3.67,1.82,12.7,Low
2024-05-18,Chennai,13.08,80.27,19.2,43.49,26.84,16.62,0.927,53.93,21.9,95.3,0.32,2.34,33.2,Low
2024-05-19,Chennai,13.08,80.27,28.52,51.96,28.57,8.15,1.578,45.28,28.36,54.7,1.83,2.24,40.1,Low
2024-05-20,Chennai,13.08,80.27,14.36,29.43,16.14,9.32,0.933,43.17,25.95,75.6,2.17,0.68,25.7,Low
2024-05-21,Chennai,13.08,80.27,20.48,20.11,26.85,9.57,0.782,59.09,26.8,63.3,2.83,1.83,33.9,Low
2024-05-22,Chennai,13.08,80.27,6.96,10.58,12.87,10.29,0.97,48.01,27.66,81.2,2.56,1.22,11.1,Low
2024-05-23,Chennai,13.08,80.27,9.3,24.86,29.92,4.94,0.647,52.34,27.91,69.9,2.11,1.72,23.4,Low
2024-05-24,Chennai,13.08,80.27,11.01,9.97,20.3,10.42,1.234,48.03,25.71,80.3,2.8,1.95,28.2,Low
2024-05-25,Chennai,13.08,80.27,18.06,32.58,24.29,11.91,1.404,51.54,24.85,56.6,0.2,0.11,42.6,Low
2024-05-26,Chennai,13.08,80.27,5.0,11.06,10.58,6.62,1.292,48.11,23.97,70.1,5.99,0.75,12.5,Low
2024-05-27,Chennai,13.08,80.27,5.0,8.0,22.11,1.63,0.598,38.96,27.37,60.3,3.41,6.63,14.8,Low
2024-05-28,Chennai,13.08,80.27,7.39,25.18,23.45,6.62,1.411,50.93,30.06,64.2,3.49,0.82,10.0,Low
2024-05-29,Chennai,13.08,80.27,13.91,19.49,12.02,8.13,1.362,51.43,28.9,61.5,1.72,0.09,16.8,Low
2024-05-30,Chennai,13.08,80.27,5.0,8.0,13.96,10.72,0.367,51.24,27.6,53.2,2.95,0.58,15.4,Low
2024-05-31,Chennai,13.08,80.27,5.0,20.85,14.41,6.57,1.553,46.28,26.85,84.8,4.83,0.99,17.2,Low
2024-06-01,Chennai,13.08,80.27,5.0,8.0,13.51,4.98,1.396,62.39,28.25,73.0,4.56,2.78,30.1,Low
2024-06-02,Chennai,13.08,80.27,5.2,11.71,23.73,10.3,0.594,43.31,29.82,84.8,2.56,0.42,10.0,Low
